Date,Country,City,Category,Product,Quantity,Sales Amount
2018-01-16 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-01-16 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-01-20 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-01-20 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-01-20 00:00:00,France,Paris,Vegetables,Carrots,5,4.75
2018-01-20 00:00:00,France,Paris,Vegetables,Cucumbers,1,2.25
2018-01-20 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-01-21 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-01-21 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-01-22 00:00:00,France,Paris,Dairy,Cheese,4,15
2018-01-22 00:00:00,France,Paris,Dairy,Milk,4,10
2018-01-22 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-01-22 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-01-23 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-01-23 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-01-23 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-01-24 00:00:00,France,Paris,Dairy,Milk,1,2.5
2018-01-24 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-01-24 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-01-24 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-01-24 00:00:00,France,Paris,Vegetables,Cucumbers,9,20.25
2018-01-24 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-01-24 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-01-25 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-01-25 00:00:00,France,Paris,Vegetables,Potatoes,2,2.5
2018-01-25 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-01-26 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-01-26 00:00:00,France,Paris,Fruits,Apples,8,6
2018-01-26 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-01-27 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-01-27 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-01-27 00:00:00,France,Paris,Dairy,Milk,4,10
2018-01-27 00:00:00,France,Paris,Fruits,Apples,4,3
2018-01-27 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-01-27 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-01-27 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-01-29 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-01-29 00:00:00,France,Paris,Dairy,Butter,3,6.75
2018-01-29 00:00:00,France,Paris,Dairy,Butter,4,9
2018-01-29 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-01-29 00:00:00,France,Paris,Dairy,Milk,7,17.5
2018-01-29 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-01-29 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-01-29 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-01-29 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-01-29 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-01-30 00:00:00,France,Paris,Fruits,Oranges,8,10
2018-01-30 00:00:00,France,Paris,Vegetables,Tomatoes,7,12.25
2018-01-31 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-01-31 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-01-31 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-01-31 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-01-31 00:00:00,France,Paris,Vegetables,Carrots,1,0.95
2018-01-31 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-01-31 00:00:00,France,Paris,Vegetables,Tomatoes,7,12.25
2018-02-01 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-02-02 00:00:00,France,Paris,Fruits,Oranges,6,7.5
2018-02-02 00:00:00,France,Paris,Vegetables,Cucumbers,6,13.5
2018-02-03 00:00:00,France,Paris,Fruits,Oranges,9,11.25
2018-02-04 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-02-05 00:00:00,France,Paris,Dairy,Butter,4,9
2018-02-05 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-02-05 00:00:00,France,Paris,Vegetables,Carrots,6,5.7
2018-02-05 00:00:00,France,Paris,Vegetables,Cucumbers,4,9
2018-02-06 00:00:00,France,Paris,Dairy,Milk,4,10
2018-02-06 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-02-06 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-02-06 00:00:00,France,Paris,Vegetables,Tomatoes,7,12.25
2018-02-07 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-02-07 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-07 00:00:00,France,Paris,Fruits,Oranges,6,7.5
2018-02-07 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-02-07 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-02-07 00:00:00,France,Paris,Vegetables,Cucumbers,9,20.25
2018-02-07 00:00:00,France,Paris,Vegetables,Potatoes,5,6.25
2018-02-07 00:00:00,France,Paris,Vegetables,Tomatoes,2,3.5
2018-02-10 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-02-11 00:00:00,France,Paris,Fruits,Apples,4,3
2018-02-11 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-02-13 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-02-13 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-02-13 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-02-13 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-13 00:00:00,France,Paris,Vegetables,Potatoes,5,6.25
2018-02-13 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-02-14 00:00:00,France,Paris,Vegetables,Carrots,6,5.7
2018-02-14 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-02-14 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-02-16 00:00:00,France,Paris,Vegetables,Tomatoes,6,10.5
2018-02-17 00:00:00,France,Paris,Dairy,Cheese,6,22.5
2018-02-17 00:00:00,France,Paris,Fruits,Oranges,6,7.5
2018-02-18 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-02-18 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-02-18 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-18 00:00:00,France,Paris,Fruits,Oranges,1,1.25
2018-02-18 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-02-18 00:00:00,France,Paris,Vegetables,Cucumbers,6,13.5
2018-02-18 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-02-18 00:00:00,France,Paris,Vegetables,Tomatoes,8,14
2018-02-19 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-02-19 00:00:00,France,Paris,Dairy,Cheese,6,22.5
2018-02-19 00:00:00,France,Paris,Dairy,Milk,9,22.5
2018-02-19 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-02-19 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-02-19 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-02-19 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-02-19 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-02-19 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-19 00:00:00,France,Paris,Fruits,Oranges,4,5
2018-02-19 00:00:00,France,Paris,Vegetables,Carrots,1,0.95
2018-02-19 00:00:00,France,Paris,Vegetables,Carrots,6,5.7
2018-02-19 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-02-19 00:00:00,France,Paris,Vegetables,Cucumbers,9,20.25
2018-02-21 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-02-21 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-02-21 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-02-21 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-02-21 00:00:00,France,Paris,Vegetables,Cucumbers,2,4.5
2018-02-22 00:00:00,France,Paris,Dairy,Milk,3,7.5
2018-02-22 00:00:00,France,Paris,Dairy,Milk,9,22.5
2018-02-22 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-02-22 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-02-22 00:00:00,France,Paris,Fruits,Oranges,9,11.25
2018-02-23 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-02-23 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-23 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-02-23 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-02-23 00:00:00,France,Paris,Vegetables,Cucumbers,4,9
2018-02-24 00:00:00,France,Paris,Dairy,Butter,3,6.75
2018-02-24 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-02-24 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-02-24 00:00:00,France,Paris,Fruits,Oranges,1,1.25
2018-02-24 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-02-25 00:00:00,France,Paris,Dairy,Butter,5,11.25
2018-02-25 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-02-25 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-02-25 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-02-25 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-02-26 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-02-26 00:00:00,France,Paris,Fruits,Oranges,1,1.25
2018-03-01 00:00:00,France,Paris,Dairy,Butter,4,9
2018-03-01 00:00:00,France,Paris,Dairy,Milk,3,7.5
2018-03-01 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-03-01 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-03-01 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-03-01 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-03-01 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-03-01 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-03-01 00:00:00,France,Paris,Vegetables,Tomatoes,7,12.25
2018-03-01 00:00:00,France,Paris,Vegetables,Tomatoes,8,14
2018-03-02 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-03-02 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-03-02 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-03-03 00:00:00,France,Paris,Dairy,Butter,1,2.25
2018-03-03 00:00:00,France,Paris,Dairy,Cheese,6,22.5
2018-03-03 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-03-03 00:00:00,France,Paris,Fruits,Apples,4,3
2018-03-03 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-03-03 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-03-03 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-03-03 00:00:00,France,Paris,Vegetables,Cucumbers,2,4.5
2018-03-03 00:00:00,France,Paris,Vegetables,Tomatoes,2,3.5
2018-03-03 00:00:00,France,Paris,Vegetables,Tomatoes,3,5.25
2018-03-04 00:00:00,France,Paris,Dairy,Butter,1,2.25
2018-03-04 00:00:00,France,Paris,Dairy,Butter,7,15.75
2018-03-04 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-03-05 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-03-05 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-03-05 00:00:00,France,Paris,Vegetables,Tomatoes,2,3.5
2018-03-06 00:00:00,France,Paris,Dairy,Milk,1,2.5
2018-03-06 00:00:00,France,Paris,Dairy,Milk,3,7.5
2018-03-06 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-03-06 00:00:00,France,Paris,Vegetables,Tomatoes,1,1.75
2018-03-07 00:00:00,France,Paris,Dairy,Butter,3,6.75
2018-03-07 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-03-07 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-03-07 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-03-07 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-03-07 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-03-07 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-03-08 00:00:00,France,Paris,Dairy,Butter,8,18
2018-03-08 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-03-08 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-03-08 00:00:00,France,Paris,Fruits,Oranges,1,1.25
2018-03-08 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-03-08 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-03-08 00:00:00,France,Paris,Vegetables,Tomatoes,5,8.75
2018-03-09 00:00:00,France,Paris,Dairy,Butter,1,2.25
2018-03-09 00:00:00,France,Paris,Dairy,Butter,4,9
2018-03-09 00:00:00,France,Paris,Dairy,Cheese,3,11.25
2018-03-09 00:00:00,France,Paris,Vegetables,Cucumbers,1,2.25
2018-03-09 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-03-10 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-03-10 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-03-10 00:00:00,France,Paris,Vegetables,Carrots,5,4.75
2018-03-10 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-03-12 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-03-12 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-03-13 00:00:00,France,Paris,Dairy,Cheese,3,11.25
2018-03-13 00:00:00,France,Paris,Dairy,Milk,2,5
2018-03-13 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-03-13 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-03-13 00:00:00,France,Paris,Fruits,Oranges,4,5
2018-03-13 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-03-14 00:00:00,France,Paris,Dairy,Milk,6,15
2018-03-14 00:00:00,France,Paris,Fruits,Apples,8,6
2018-03-14 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-03-14 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-03-14 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-03-15 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-03-15 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-03-15 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-03-15 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-03-15 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-03-15 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-03-15 00:00:00,France,Paris,Vegetables,Tomatoes,4,7
2018-03-16 00:00:00,France,Paris,Dairy,Butter,7,15.75
2018-03-16 00:00:00,France,Paris,Fruits,Oranges,2,2.5
2018-03-17 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-03-19 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-03-19 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-03-20 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-03-20 00:00:00,France,Paris,Vegetables,Cucumbers,5,11.25
2018-03-20 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-03-20 00:00:00,France,Paris,Vegetables,Potatoes,5,6.25
2018-03-20 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-03-21 00:00:00,France,Paris,Dairy,Milk,2,5
2018-03-21 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-03-21 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-03-21 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-03-21 00:00:00,France,Paris,Fruits,Oranges,9,11.25
2018-03-21 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-03-21 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-03-21 00:00:00,France,Paris,Vegetables,Tomatoes,4,7
2018-03-22 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-03-22 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-03-22 00:00:00,France,Paris,Dairy,Milk,4,10
2018-03-22 00:00:00,France,Paris,Dairy,Milk,5,12.5
2018-03-22 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-03-22 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-03-22 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-03-22 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-03-22 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-03-22 00:00:00,France,Paris,Vegetables,Tomatoes,2,3.5
2018-03-24 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-03-24 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-03-24 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-03-24 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-03-25 00:00:00,France,Paris,Dairy,Butter,8,18
2018-03-25 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-03-25 00:00:00,France,Paris,Dairy,Milk,4,10
2018-03-25 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-03-25 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-03-25 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-03-25 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-03-25 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-03-25 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-03-25 00:00:00,France,Paris,Vegetables,Tomatoes,8,14
2018-03-26 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-03-26 00:00:00,France,Paris,Fruits,Oranges,2,2.5
2018-03-26 00:00:00,France,Paris,Vegetables,Carrots,5,4.75
2018-03-26 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-03-27 00:00:00,France,Paris,Dairy,Butter,7,15.75
2018-03-27 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-03-27 00:00:00,France,Paris,Fruits,Oranges,3,3.75
2018-03-27 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-03-27 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-03-27 00:00:00,France,Paris,Vegetables,Potatoes,2,2.5
2018-03-28 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-03-28 00:00:00,France,Paris,Fruits,Apples,4,3
2018-03-28 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-03-28 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-03-28 00:00:00,France,Paris,Vegetables,Tomatoes,5,8.75
2018-03-30 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-03-30 00:00:00,France,Paris,Dairy,Cheese,2,7.5
2018-03-30 00:00:00,France,Paris,Dairy,Cheese,3,11.25
2018-03-30 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-03-30 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-03-30 00:00:00,France,Paris,Vegetables,Carrots,6,5.7
2018-03-30 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-03-30 00:00:00,France,Paris,Vegetables,Tomatoes,8,14
2018-03-30 00:00:00,France,Paris,Vegetables,Tomatoes,9,15.75
2018-04-01 00:00:00,France,Paris,Dairy,Butter,6,13.5
2018-04-01 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-04-01 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-04-01 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-04-02 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-04-02 00:00:00,France,Paris,Dairy,Cheese,4,15
2018-04-02 00:00:00,France,Paris,Dairy,Cheese,9,33.75
2018-04-02 00:00:00,France,Paris,Fruits,Apples,8,6
2018-04-02 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-04-02 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-04-02 00:00:00,France,Paris,Fruits,Oranges,9,11.25
2018-04-02 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-04-02 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-04-02 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-04-02 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-04-02 00:00:00,France,Paris,Vegetables,Tomatoes,6,10.5
2018-04-05 00:00:00,France,Paris,Dairy,Butter,8,18
2018-04-05 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-04-05 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-04-05 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-04-05 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-04-05 00:00:00,France,Paris,Fruits,Oranges,3,3.75
2018-04-05 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-04-05 00:00:00,France,Paris,Vegetables,Cucumbers,1,2.25
2018-04-05 00:00:00,France,Paris,Vegetables,Cucumbers,5,11.25
2018-04-05 00:00:00,France,Paris,Vegetables,Tomatoes,1,1.75
2018-04-06 00:00:00,France,Paris,Dairy,Butter,7,15.75
2018-04-06 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-04-06 00:00:00,France,Paris,Fruits,Apples,4,3
2018-04-06 00:00:00,France,Paris,Fruits,Apples,8,6
2018-04-06 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-04-06 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-04-06 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-04-06 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-04-06 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-04-06 00:00:00,France,Paris,Vegetables,Tomatoes,9,15.75
2018-04-07 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-04-07 00:00:00,France,Paris,Fruits,Apples,4,3
2018-04-07 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-04-07 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-04-07 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-04-08 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-04-08 00:00:00,France,Paris,Vegetables,Cucumbers,9,20.25
2018-04-09 00:00:00,France,Paris,Dairy,Milk,3,7.5
2018-04-09 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-04-09 00:00:00,France,Paris,Vegetables,Cucumbers,6,13.5
2018-04-10 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-04-10 00:00:00,France,Paris,Vegetables,Carrots,1,0.95
2018-04-11 00:00:00,France,Paris,Dairy,Butter,8,18
2018-04-11 00:00:00,France,Paris,Dairy,Milk,9,22.5
2018-04-11 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-04-11 00:00:00,France,Paris,Fruits,Oranges,5,6.25
2018-04-11 00:00:00,France,Paris,Vegetables,Carrots,9,8.55
2018-04-11 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-04-12 00:00:00,France,Paris,Dairy,Cheese,1,3.75
2018-04-12 00:00:00,France,Paris,Dairy,Milk,2,5
2018-04-12 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-04-12 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-04-12 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-04-12 00:00:00,France,Paris,Vegetables,Cucumbers,2,4.5
2018-04-12 00:00:00,France,Paris,Vegetables,Tomatoes,3,5.25
2018-04-12 00:00:00,France,Paris,Vegetables,Tomatoes,7,12.25
2018-04-13 00:00:00,France,Paris,Dairy,Butter,1,2.25
2018-04-13 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-04-13 00:00:00,France,Paris,Dairy,Milk,2,5
2018-04-13 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-04-13 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-04-13 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-04-13 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-04-13 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-04-13 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-04-13 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-04-13 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-04-13 00:00:00,France,Paris,Vegetables,Tomatoes,1,1.75
2018-04-13 00:00:00,France,Paris,Vegetables,Tomatoes,8,14
2018-04-14 00:00:00,France,Paris,Fruits,Oranges,9,11.25
2018-04-14 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-04-15 00:00:00,France,Paris,Dairy,Cheese,1,3.75
2018-04-15 00:00:00,France,Paris,Dairy,Milk,6,15
2018-04-15 00:00:00,France,Paris,Dairy,Milk,9,22.5
